rank,utterance_length,word_count,utterance,speaker,filename,filepath
15760,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",42fe,030_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/42fe/030_xsil.txt
15761,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",43fs,005_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/43fs/005_xaud.txt
15762,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",43fs,029_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/43fs/029_xsil.txt
15763,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",44fs,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/44fs/006_xaud.txt
15764,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",44fs,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/44fs/031_xsil.txt
15765,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",45fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/45fe/006_xaud.txt
15766,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",45fe,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/45fe/031_xsil.txt
15767,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",46fs,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/46fs/006_xaud.txt
15768,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",46fs,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/46fs/031_xsil.txt
15769,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",47ms,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/47ms/006_xaud.txt
15770,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",47ms,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/47ms/031_xsil.txt
15771,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",48ms,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/48ms/006_xaud.txt
15772,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",48ms,032_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/48ms/032_xsil.txt
15773,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",49fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/49fe/006_xaud.txt
15774,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",49fe,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/49fe/031_xsil.txt
15775,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",50ms,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/50ms/006_xaud.txt
15776,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",50ms,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/50ms/031_xsil.txt
15777,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",51fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/51fe/006_xaud.txt
15778,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",51fe,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/51fe/031_xsil.txt
15779,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",52fs,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/52fs/006_xaud.txt
15780,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",52fs,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/52fs/031_xsil.txt
15781,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",53fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/53fe/006_xaud.txt
15782,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",53fe,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/53fe/031_xsil.txt
15783,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",54mn,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/54mn/006_xaud.txt
15784,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",54mn,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/54mn/031_xsil.txt
15785,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",55fs,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/55fs/006_xaud.txt
15786,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",55fs,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/55fs/031_xsil.txt
15787,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",56me,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/56me/006_xaud.txt
15788,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",56me,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/56me/031_xsil.txt
15789,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",57ms,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/57ms/006_xaud.txt
15790,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",57ms,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/57ms/031_xsil.txt
15791,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",58fs,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/58fs/006_xaud.txt
15792,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",58fs,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/58fs/031_xsil.txt
15793,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",59fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/59fe/006_xaud.txt
15794,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",59fe,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/59fe/031_xsil.txt
15795,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",60ms,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/60ms/006_xaud.txt
15796,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",60ms,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/60ms/031_xsil.txt
15797,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",61fs,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/61fs/006_xaud.txt
15798,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",61fs,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/61fs/031_xsil.txt
15799,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",62me,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/62me/006_xaud.txt
15800,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",62me,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/62me/031_xsil.txt
15801,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",63me,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/63me/006_xaud.txt
15802,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",63me,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/63me/031_xsil.txt
15803,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",64me,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/64me/006_xaud.txt
15804,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",64me,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/64me/031_xsil.txt
15805,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",65ms,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/65ms/006_xaud.txt
15806,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",65ms,032_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/65ms/032_xsil.txt
15807,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",66fs,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/66fs/006_xaud.txt
15808,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",66fs,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/66fs/031_xsil.txt
15809,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",67fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/67fe/006_xaud.txt
15810,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",67fe,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/67fe/031_xsil.txt
15811,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",68fs,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/68fs/006_xaud.txt
15812,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",68fs,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/68fs/031_xsil.txt
15813,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",69fs,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/69fs/006_xaud.txt
15814,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",69fs,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/69fs/031_xsil.txt
15815,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",70ms,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/70ms/006_xaud.txt
15816,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",70ms,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/70ms/031_xsil.txt
15817,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",71fi,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/71fi/006_xaud.txt
15818,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",71fi,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/71fi/031_xsil.txt
15819,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",72fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/72fe/006_xaud.txt
15820,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",72fe,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/72fe/031_xsil.txt
15821,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",73fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/73fe/006_xaud.txt
15822,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",73fe,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/73fe/031_xsil.txt
15823,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",74ms,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/74ms/006_xaud.txt
15824,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",74ms,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/74ms/031_xsil.txt
15825,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",75fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/75fe/006_xaud.txt
15826,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",75fe,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/75fe/031_xsil.txt
15827,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",76fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/76fe/006_xaud.txt
